date,time,tank_num,temp_C,oxygen_conc_mgL,treatment,DO_treat,temp_treat,date_time,pH,cycle,measurement_error
7/29/24,858,4,27.5,6.75,control,normoxic,ambient,7/29/24 8:58,7.65,normoxic,
7/29/24,859,5,27.5,6.75,control,normoxic,ambient,7/29/24 8:59,7.66,normoxic,
7/29/24,900,6,27.6,6.75,control,normoxic,ambient,7/29/24 9:00,7.92,normoxic,
7/29/24,901,7,27.6,6.69,hypoxic,hypoxic,ambient,7/29/24 9:01,7.61,normoxic,
7/29/24,902,8,27.7,6.7,hypoxic,hypoxic,ambient,7/29/24 9:02,7.66,normoxic,
7/29/24,903,9,27.7,6.72,hypoxic,hypoxic,ambient,7/29/24 9:03,7.69,normoxic,
7/29/24,905,10,27.7,6.63,hypoxic,hypoxic,ambient,7/29/24 9:05,7.99,normoxic,
7/29/24,906,11,27.6,6.77,hypoxic,hypoxic,ambient,7/29/24 9:06,7.65,normoxic,
7/29/24,907,12,27.6,6.57,hypoxic,hypoxic,ambient,7/29/24 9:07,7.66,normoxic,
7/29/24,909,13,30.6,6.16,both,hypoxic,warm,7/29/24 9:09,7.62,normoxic,
7/29/24,910,14,30.7,6.3,both,hypoxic,warm,7/29/24 9:10,7.6,normoxic,
7/29/24,910,15,30.5,6.32,both,hypoxic,warm,7/29/24 9:10,7.57,normoxic,
7/29/24,911,16,30.5,6.33,both,hypoxic,warm,7/29/24 9:11,7.61,normoxic,
7/29/24,913,17,30.6,6.16,both,hypoxic,warm,7/29/24 9:13,7.63,normoxic,
7/29/24,914,18,30.6,6.05,both,hypoxic,warm,7/29/24 9:14,7.59,normoxic,
7/29/24,916,19,30.6,6,warm,normoxic,warm,7/29/24 9:16,7.61,normoxic,
7/29/24,917,20,30.6,6.12,warm,normoxic,warm,7/29/24 9:17,7.58,normoxic,
7/29/24,917,21,30.6,6.25,warm,normoxic,warm,7/29/24 9:17,7.94,normoxic,
7/29/24,918,22,30.5,6.16,warm,normoxic,warm,7/29/24 9:18,7.58,normoxic,
7/29/24,919,23,30.6,6.26,warm,normoxic,warm,7/29/24 9:19,7.61,normoxic,
7/29/24,919,24,30.6,6.27,warm,normoxic,warm,7/29/24 9:19,7.61,normoxic,
7/29/24,1517,1,27.8,6.52,control,normoxic,ambient,7/29/24 15:17,7.67,hypoxic,
7/29/24,1518,2,27.8,6.43,control,normoxic,ambient,7/29/24 15:18,7.62,hypoxic,
7/29/24,1519,3,27.7,6.43,control,normoxic,ambient,7/29/24 15:19,7.63,hypoxic,
7/29/24,1521,4,27.7,6.53,control,normoxic,ambient,7/29/24 15:21,7.65,hypoxic,
7/29/24,1523,5,27.7,6.48,control,normoxic,ambient,7/29/24 15:23,7.65,hypoxic,
7/29/24,1524,6,27.8,6.57,control,normoxic,ambient,7/29/24 15:24,7.66,hypoxic,
7/29/24,1527,7,27.7,0.41,hypoxic,hypoxic,ambient,7/29/24 15:27,7.73,hypoxic,
7/29/24,1530,8,27.7,0.39,hypoxic,hypoxic,ambient,7/29/24 15:30,7.73,hypoxic,
7/29/24,1532,9,27.7,0.34,hypoxic,hypoxic,ambient,7/29/24 15:32,7.73,hypoxic,
7/29/24,1535,10,27.7,0.35,hypoxic,hypoxic,ambient,7/29/24 15:35,7.73,hypoxic,
7/29/24,1537,11,27.6,0.32,hypoxic,hypoxic,ambient,7/29/24 15:37,7.73,hypoxic,
7/29/24,1540,12,27.7,0.37,hypoxic,hypoxic,ambient,7/29/24 15:40,7.74,hypoxic,
7/29/24,1543,13,30.6,0.26,both,hypoxic,warm,7/29/24 15:43,7.64,hypoxic,
7/29/24,1545,14,30.5,0.55,both,hypoxic,warm,7/29/24 15:45,7.65,hypoxic,
7/29/24,1547,15,30.4,0.67,both,hypoxic,warm,7/29/24 15:47,7.63,hypoxic,
7/29/24,1550,16,30.6,0.3,both,hypoxic,warm,7/29/24 15:50,7.63,hypoxic,
7/29/24,1552,17,30.5,0.48,both,hypoxic,warm,7/29/24 15:52,7.59,hypoxic,
7/29/24,1555,18,30.6,0.18,both,hypoxic,warm,7/29/24 15:55,7.62,hypoxic,
7/29/24,1557,19,30.6,5.78,warm,normoxic,warm,7/29/24 15:57,7.58,hypoxic,
7/29/24,1600,20,30.7,5.65,warm,normoxic,warm,7/29/24 16:00,7.58,hypoxic,
7/29/24,1602,21,30.7,5.87,warm,normoxic,warm,7/29/24 16:02,7.61,hypoxic,
7/29/24,1604,22,30.7,5.93,warm,normoxic,warm,7/29/24 16:04,7.64,hypoxic,
7/29/24,1605,23,30.7,5.92,warm,normoxic,warm,7/29/24 16:05,7.61,hypoxic,
7/29/24,1607,24,30.7,5.83,warm,normoxic,warm,7/29/24 16:07,7.58,hypoxic,
7/30/24,900,24,30.4,5.85,warm,normoxic,warm,7/30/24 9:00,7.5,normoxic,
7/30/24,902,23,30.5,5.9,warm,normoxic,warm,7/30/24 9:02,7.52,normoxic,
7/30/24,904,22,30.6,5.88,warm,normoxic,warm,7/30/24 9:04,7.54,normoxic,
7/30/24,906,21,30.5,5.87,warm,normoxic,warm,7/30/24 9:06,7.52,normoxic,
7/30/24,908,20,30.5,5.9,warm,normoxic,warm,7/30/24 9:08,7.52,normoxic,
7/30/24,909,19,30.5,5.91,warm,normoxic,warm,7/30/24 9:09,7.52,normoxic,
7/30/24,913,18,30.4,5.57,both,hypoxic,warm,7/30/24 9:13,7.53,normoxic,
7/30/24,915,17,30.3,5.53,both,hypoxic,warm,7/30/24 9:15,7.5,normoxic,
7/30/24,917,16,30.5,5.88,both,hypoxic,warm,7/30/24 9:17,7.57,normoxic,
7/30/24,919,15,29.9,5.38,both,hypoxic,warm,7/30/24 9:19,7.42,normoxic,
7/30/24,921,14,29.7,4.84,both,hypoxic,warm,7/30/24 9:21,7.34,normoxic,
7/30/24,923,13,30.7,6.12,both,hypoxic,warm,7/30/24 9:23,7.6,normoxic,
7/30/24,924,12,27.5,6.64,hypoxic,hypoxic,ambient,7/30/24 9:24,7.59,normoxic,
7/30/24,926,11,27.3,6.55,hypoxic,hypoxic,ambient,7/30/24 9:26,7.59,normoxic,
7/30/24,927,10,27.4,6.53,hypoxic,hypoxic,ambient,7/30/24 9:27,7.6,normoxic,
7/30/24,928,9,27.4,6.67,hypoxic,hypoxic,ambient,7/30/24 9:28,7.57,normoxic,
7/30/24,929,8,27.4,6.67,hypoxic,hypoxic,ambient,7/30/24 9:29,7.56,normoxic,
7/30/24,931,7,27.3,6.31,hypoxic,hypoxic,ambient,7/30/24 9:31,7.57,normoxic,
7/30/24,933,6,27.3,6.54,control,normoxic,ambient,7/30/24 9:33,7.6,normoxic,
7/30/24,934,5,27.2,6.57,control,normoxic,ambient,7/30/24 9:34,7.58,normoxic,
7/30/24,935,4,27.3,6.49,control,normoxic,ambient,7/30/24 9:35,7.58,normoxic,
7/30/24,937,3,27.3,6.47,control,normoxic,ambient,7/30/24 9:37,7.57,normoxic,
7/30/24,937,2,27.3,6.61,control,normoxic,ambient,7/30/24 9:37,7.56,normoxic,
7/30/24,939,1,27.4,6.61,control,normoxic,ambient,7/30/24 9:39,7.6,normoxic,
7/30/24,1508,24,30.4,5.93,warm,normoxic,warm,7/30/24 15:08,7.45,hypoxic,
7/30/24,1510,23,30.5,5.98,warm,normoxic,warm,7/30/24 15:10,7.47,hypoxic,
7/30/24,1511,22,30.6,6.05,warm,normoxic,warm,7/30/24 15:11,7.45,hypoxic,
7/30/24,1513,21,30.6,6.05,warm,normoxic,warm,7/30/24 15:13,7.47,hypoxic,
7/30/24,1515,20,30.6,5.93,warm,normoxic,warm,7/30/24 15:15,7.46,hypoxic,
7/30/24,1517,19,30.5,5.78,warm,normoxic,warm,7/30/24 15:17,7.44,hypoxic,
7/30/24,1519,18,30.6,0.59,both,hypoxic,warm,7/30/24 15:19,7.55,hypoxic,
7/30/24,1521,17,30.5,0.91,both,hypoxic,warm,7/30/24 15:21,7.53,hypoxic,
7/30/24,1524,16,30.7,0.61,both,hypoxic,warm,7/30/24 15:24,7.55,hypoxic,
7/30/24,1527,15,30.6,0.54,both,hypoxic,warm,7/30/24 15:27,7.56,hypoxic,
7/30/24,1528,14,30.6,0.69,both,hypoxic,warm,7/30/24 15:28,7.55,hypoxic,
7/30/24,1530,13,30.8,0.38,both,hypoxic,warm,7/30/24 15:30,7.53,hypoxic,
7/30/24,1533,12,27.4,0.32,hypoxic,hypoxic,ambient,7/30/24 15:33,7.68,hypoxic,
7/30/24,1534,11,27.4,0.29,hypoxic,hypoxic,ambient,7/30/24 15:34,7.65,hypoxic,
7/30/24,1536,10,27.5,0.32,hypoxic,hypoxic,ambient,7/30/24 15:36,7.67,hypoxic,
7/30/24,1539,9,27.5,0.3,hypoxic,hypoxic,ambient,7/30/24 15:39,7.68,hypoxic,
7/30/24,1541,8,27.5,0.33,hypoxic,hypoxic,ambient,7/30/24 15:41,7.67,hypoxic,
7/30/24,1543,7,27.4,0.31,hypoxic,hypoxic,ambient,7/30/24 15:43,7.64,hypoxic,
7/30/24,1545,6,27.5,6.28,control,normoxic,ambient,7/30/24 15:45,7.52,hypoxic,
7/30/24,1546,5,27.3,6.53,control,normoxic,ambient,7/30/24 15:46,7.48,hypoxic,
7/30/24,1547,4,27.4,6.31,control,normoxic,ambient,7/30/24 15:47,7.48,hypoxic,
7/30/24,1549,3,27.4,6.23,control,normoxic,ambient,7/30/24 15:49,7.46,hypoxic,
7/30/24,1551,2,27.5,6.25,control,normoxic,ambient,7/30/24 15:51,7.49,hypoxic,
7/30/24,1553,1,27.6,6.32,control,normoxic,ambient,7/30/24 15:53,7.52,hypoxic,
7/31/24,844,1,27.4,6.5,control,normoxic,ambient,7/31/24 8:44,6.13,normoxic,Y
7/31/24,846,2,27.3,6.29,control,normoxic,ambient,7/31/24 8:46,6.11,normoxic,Y
7/31/24,848,3,27.1,6.34,control,normoxic,ambient,7/31/24 8:48,6.34,normoxic,Y
7/31/24,851,4,27.2,6.32,control,normoxic,ambient,7/31/24 8:51,6.95,normoxic,
7/31/24,854,5,27.1,6.4,control,normoxic,ambient,7/31/24 8:54,7.06,normoxic,
7/31/24,856,6,27.3,6.35,control,normoxic,ambient,7/31/24 8:56,7.5,normoxic,
7/31/24,859,7,27.3,6.31,hypoxic,hypoxic,ambient,7/31/24 8:59,7.22,normoxic,
7/31/24,901,8,27.3,6.36,hypoxic,hypoxic,ambient,7/31/24 9:01,7.54,normoxic,
7/31/24,902,9,27.4,6.5,hypoxic,hypoxic,ambient,7/31/24 9:02,7.58,normoxic,
7/31/24,904,10,27.3,6.39,hypoxic,hypoxic,ambient,7/31/24 9:04,7.58,normoxic,
7/31/24,905,11,27.3,6.35,hypoxic,hypoxic,ambient,7/31/24 9:05,7.57,normoxic,
7/31/24,907,12,27.4,6.53,hypoxic,hypoxic,ambient,7/31/24 9:07,7.59,normoxic,
7/31/24,909,13,30.6,6.01,both,hypoxic,warm,7/31/24 9:09,7.57,normoxic,
7/31/24,910,14,30.5,5.75,both,hypoxic,warm,7/31/24 9:10,7.5,normoxic,
7/31/24,913,15,30.5,5.87,both,hypoxic,warm,7/31/24 9:13,7.55,normoxic,
7/31/24,915,16,30.6,5.99,both,hypoxic,warm,7/31/24 9:15,7.52,normoxic,
7/31/24,916,17,30.3,5.66,both,hypoxic,warm,7/31/24 9:16,7.47,normoxic,
7/31/24,918,18,30.4,5.66,both,hypoxic,warm,7/31/24 9:18,7.46,normoxic,
7/31/24,920,19,30.3,5.71,warm,normoxic,warm,7/31/24 9:20,7.47,normoxic,
7/31/24,922,20,30.4,5.68,warm,normoxic,warm,7/31/24 9:22,7.46,normoxic,
7/31/24,923,21,30.4,5.67,warm,normoxic,warm,7/31/24 9:23,7.48,normoxic,
7/31/24,925,22,30.5,5.84,warm,normoxic,warm,7/31/24 9:25,7.47,normoxic,
7/31/24,927,23,30.4,5.82,warm,normoxic,warm,7/31/24 9:27,7.46,normoxic,
7/31/24,928,24,30.4,5.72,warm,normoxic,warm,7/31/24 9:28,7.45,normoxic,
7/31/24,1451,1,27.8,6.63,control,normoxic,ambient,7/31/24 14:51,7.67,hypoxic,
7/31/24,1453,2,27.9,6.25,control,normoxic,ambient,7/31/24 14:53,7.68,hypoxic,
7/31/24,1455,3,27.7,6.2,control,normoxic,ambient,7/31/24 14:55,7.64,hypoxic,
7/31/24,1457,4,27.8,6.28,control,normoxic,ambient,7/31/24 14:57,7.67,hypoxic,
7/31/24,1459,5,27.7,6.26,control,normoxic,ambient,7/31/24 14:59,7.69,hypoxic,
7/31/24,1500,6,27.9,6.74,control,normoxic,ambient,7/31/24 15:00,7.71,hypoxic,
7/31/24,1503,7,27.7,0.36,hypoxic,hypoxic,ambient,7/31/24 15:03,7.68,hypoxic,
7/31/24,1508,8,27.8,0.21,hypoxic,hypoxic,ambient,7/31/24 15:08,7.7,hypoxic,
7/31/24,1510,9,27.9,0.24,hypoxic,hypoxic,ambient,7/31/24 15:10,7.71,hypoxic,
7/31/24,1513,10,27.8,0.35,hypoxic,hypoxic,ambient,7/31/24 15:13,7.68,hypoxic,
7/31/24,1516,11,27.8,0.18,hypoxic,hypoxic,ambient,7/31/24 15:16,7.68,hypoxic,
7/31/24,1518,12,27.6,0.24,hypoxic,hypoxic,ambient,7/31/24 15:18,7.63,hypoxic,
7/31/24,1521,13,30.8,0.24,both,hypoxic,warm,7/31/24 15:21,7.56,hypoxic,
7/31/24,1523,14,30.8,0.44,both,hypoxic,warm,7/31/24 15:23,7.53,hypoxic,
7/31/24,1526,15,30.8,0.39,both,hypoxic,warm,7/31/24 15:26,7.54,hypoxic,
7/31/24,1528,16,30.7,0.35,both,hypoxic,warm,7/31/24 15:28,7.5,hypoxic,
7/31/24,1531,17,30.7,0.37,both,hypoxic,warm,7/31/24 15:31,7.49,hypoxic,
7/31/24,1533,18,30.8,0.17,both,hypoxic,warm,7/31/24 15:33,7.49,hypoxic,
7/31/24,1535,19,30.6,5.59,warm,normoxic,warm,7/31/24 15:35,7.51,hypoxic,
7/31/24,1537,20,30.8,5.91,warm,normoxic,warm,7/31/24 15:37,7.61,hypoxic,
7/31/24,1539,21,30.5,5.65,warm,normoxic,warm,7/31/24 15:39,7.53,hypoxic,
7/31/24,1541,22,30.3,5.43,warm,normoxic,warm,7/31/24 15:41,7.42,hypoxic,
7/31/24,1542,23,30.2,5.49,warm,normoxic,warm,7/31/24 15:42,7.42,hypoxic,
7/31/24,1545,24,30.4,5.29,warm,normoxic,warm,7/31/24 15:45,7.46,hypoxic,
8/1/24,851,24,29.9,5.52,warm,normoxic,warm,8/1/24 8:51,7.48,normoxic,
8/1/24,852,23,29.8,5.56,warm,normoxic,warm,8/1/24 8:52,7.49,normoxic,
8/1/24,854,22,29.9,5.67,warm,normoxic,warm,8/1/24 8:54,7.48,normoxic,
8/1/24,855,21,30.1,5.93,warm,normoxic,warm,8/1/24 8:55,7.52,normoxic,
8/1/24,857,20,30.5,5.97,warm,normoxic,warm,8/1/24 8:57,7.55,normoxic,
8/1/24,858,19,30.3,5.78,warm,normoxic,warm,8/1/24 8:58,7.56,normoxic,
8/1/24,900,18,30.6,5.83,both,hypoxic,warm,8/1/24 9:00,7.54,normoxic,
8/1/24,902,17,30.5,5.99,both,hypoxic,warm,8/1/24 9:02,7.53,normoxic,
8/1/24,904,16,30.5,5.69,both,hypoxic,warm,8/1/24 9:04,7.54,normoxic,
8/1/24,906,15,30.5,6.01,both,hypoxic,warm,8/1/24 9:06,7.57,normoxic,
8/1/24,908,14,30.6,5.94,both,hypoxic,warm,8/1/24 9:08,7.57,normoxic,
8/1/24,909,13,30.6,5.85,both,hypoxic,warm,8/1/24 9:09,7.56,normoxic,
8/1/24,911,12,27.6,6.51,hypoxic,hypoxic,ambient,8/1/24 9:11,7.51,normoxic,
8/1/24,913,11,27.5,6.42,hypoxic,hypoxic,ambient,8/1/24 9:13,7.49,normoxic,
8/1/24,913,10,27.5,6.5,hypoxic,hypoxic,ambient,8/1/24 9:13,7.48,normoxic,
8/1/24,915,9,27.5,6.49,hypoxic,hypoxic,ambient,8/1/24 9:15,7.52,normoxic,
8/1/24,916,8,27.5,6.33,hypoxic,hypoxic,ambient,8/1/24 9:16,7.45,normoxic,
8/1/24,918,7,27.4,6.29,hypoxic,hypoxic,ambient,8/1/24 9:18,7.46,normoxic,
8/1/24,920,6,27.5,6.55,control,normoxic,ambient,8/1/24 9:20,7.57,normoxic,
8/1/24,921,5,27.3,6.61,control,normoxic,ambient,8/1/24 9:21,7.55,normoxic,
8/1/24,923,4,27.4,6.35,control,normoxic,ambient,8/1/24 9:23,7.55,normoxic,
8/1/24,924,3,27.4,6.52,control,normoxic,ambient,8/1/24 9:24,7.52,normoxic,
8/1/24,926,2,27.5,6.4,control,normoxic,ambient,8/1/24 9:26,7.53,normoxic,
8/1/24,927,1,27.5,6.65,control,normoxic,ambient,8/1/24 9:27,7.55,normoxic,
8/1/24,1459,24,30.1,5.74,warm,normoxic,warm,8/1/24 14:59,7.66,hypoxic,
8/1/24,1501,23,29.9,5.6,warm,normoxic,warm,8/1/24 15:01,7.67,hypoxic,
8/1/24,1503,22,30,5.73,warm,normoxic,warm,8/1/24 15:03,7.63,hypoxic,
8/1/24,1504,21,30.4,6.02,warm,normoxic,warm,8/1/24 15:04,7.71,hypoxic,
8/1/24,1505,20,30.8,6.26,warm,normoxic,warm,8/1/24 15:05,7.79,hypoxic,
8/1/24,1506,19,30.6,6.15,warm,normoxic,warm,8/1/24 15:06,7.75,hypoxic,
8/1/24,1508,18,30.9,0.66,both,hypoxic,warm,8/1/24 15:08,7.61,hypoxic,
