Sample_Name,Order_pre,Date_MMDDYYYY_year2,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_year2,Dry_weight_year2,double_single_dead_year2,Notes_year2,Actual_shell_year2_mg,Actual_shell_growth_year2_mg,Actual_tissue_year2_mg,Actual_tissue_growth_year2_mg,Ratio_tissue_shell_year2_mg,Phase_1_temp,Phase_1_DO,Phase_2.1_temp,Phase_2.1_DO,Phase1_Phase2_treat,Phase_1_rep_R,Phase_2_rep_R,Exclude_year2
,39,08272025,2025,,,Warm,01,G,6,1100.5,2691.6,,,,,,,,,,,,,,,
,40,08272025,2025,,,Warm,01,B,11,1247.9,3259.0,,,,,,,,,,,,,,,
,41,08272025,2025,,,Warm,01,B,12,617.2,1375.2,,,,,,,,,,,,,,,
,42,08272025,2025,,,Warm,01,O,9,570.4,1352.2,,,,,,,,,,,,,,,
,43,08272025,2025,,,Warm,01,O,12,537.4,1504.7,,,,,,,,,,,,,,,
,44,08272025,2025,,,Warm,01,W,5,1233.2,3025.9,,,,,,,,,,,,,,,
,45,08272025,2025,,,Warm,01,B,4,763.3,1881.5,,,,,,,,,,,,,,,
,46,08272025,2025,,,Warm,01,NA,NA,467.4,1068.2,,"grrown into mesh, found W2 tag in meso",,,,,,,,,,,,,
,47,08272025,2025,,,Warm,01,NA,NA,1222.1,2952.0,,found W2 tag in meso,,,,,,,,,,,,,
,48,08272025,2025,,,Warm,01,O,1,,,Dead,Dead,,,,,,,,,,,,,
,49,08272025,2025,,,Warm,01,W,12,,,Dead,Dead,,,,,,,,,,,,,
,50,,2025,,,,,,,,,,,,,,,,,,,,,,,
,51,,2025,,,,,,,,,,,,,,,,,,,,,,,
,52,,2025,,,,,,,,,,,,,,,,,,,,,,,
,53,,2025,,,,,,,,,,,,,,,,,,,,,,,
,54,,2025,,,,,,,,,,,,,,,,,,,,,,,
,55,,2025,,,,,,,,,,,,,,,,,,,,,,,
,56,,2025,,,,,,,,,,,,,,,,,,,,,,,
,57,,2025,,,,,,,,,,,,,,,,,,,,,,,
,58,,2025,,,,,,,,,,,,,,,,,,,,,,,
,59,,2025,,,,,,,,,,,,,,,,,,,,,,,
,60,,2025,,,,,,,,,,,,,,,,,,,,,,,
,61,,2025,,,,,,,,,,,,,,,,,,,,,,,
,62,,2025,,,,,,,,,,,,,,,,,,,,,,,
,63,,2025,,,,,,,,,,,,,,,,,,,,,,,
,64,,2025,,,,,,,,,,,,,,,,,,,,,,,
,65,,2025,,,,,,,,,,,,,,,,,,,,,,,
,66,,2025,,,,,,,,,,,,,,,,,,,,,,,
,67,,2025,,,,,,,,,,,,,,,,,,,,,,,
,68,,2025,,,,,,,,,,,,,,,,,,,,,,,
,69,,2025,,,,,,,,,,,,,,,,,,,,,,,
,70,,2025,,,,,,,,,,,,,,,,,,,,,,,
,71,,2025,,,,,,,,,,,,,,,,,,,,,,,
,72,,2025,,,,,,,,,,,,,,,,,,,,,,,
,73,,2025,,,,,,,,,,,,,,,,,,,,,,,
,74,,2025,,,,,,,,,,,,,,,,,,,,,,,
,75,,2025,,,,,,,,,,,,,,,,,,,,,,,
,76,,2025,,,,,,,,,,,,,,,,,,,,,,,
,77,,2025,,,,,,,,,,,,,,,,,,,,,,,
,78,,2025,,,,,,,,,,,,,,,,,,,,,,,
,79,,2025,,,,,,,,,,,,,,,,,,,,,,,
,80,,2025,,,,,,,,,,,,,,,,,,,,,,,
,81,,2025,,,,,,,,,,,,,,,,,,,,,,,
,82,,2025,,,,,,,,,,,,,,,,,,,,,,,
,83,,2025,,,,,,,,,,,,,,,,,,,,,,,
,84,,2025,,,,,,,,,,,,,,,,,,,,,,,
,85,,2025,,,,,,,,,,,,,,,,,,,,,,,
,86,,2025,,,,,,,,,,,,,,,,,,,,,,,
,87,,2025,,,,,,,,,,,,,,,,,,,,,,,
,88,,2025,,,,,,,,,,,,,,,,,,,,,,,
,89,,2025,,,,,,,,,,,,,,,,,,,,,,,
,90,,2025,,,,,,,,,,,,,,,,,,,,,,,
,91,,2025,,,,,,,,,,,,,,,,,,,,,,,
,92,,2025,,,,,,,,,,,,,,,,,,,,,,,
,93,,2025,,,,,,,,,,,,,,,,,,,,,,,
,94,,2025,,,,,,,,,,,,,,,,,,,,,,,
,95,,2025,,,,,,,,,,,,,,,,,,,,,,,
,96,,2025,,,,,,,,,,,,,,,,,,,,,,,
,97,,2025,,,,,,,,,,,,,,,,,,,,,,,
,98,,2025,,,,,,,,,,,,,,,,,,,,,,,
,99,,2025,,,,,,,,,,,,,,,,,,,,,,,
,100,,2025,,,,,,,,,,,,,,,,,,,,,,,
,101,,2025,,,,,,,,,,,,,,,,,,,,,,,
,102,,2025,,,,,,,,,,,,,,,,,,,,,,,
,103,,2025,,,,,,,,,,,,,,,,,,,,,,,
,104,,2025,,,,,,,,,,,,,,,,,,,,,,,
,105,,2025,,,,,,,,,,,,,,,,,,,,,,,
,106,,2025,,,,,,,,,,,,,,,,,,,,,,,
,107,,2025,,,,,,,,,,,,,,,,,,,,,,,
,108,,2025,,,,,,,,,,,,,,,,,,,,,,,
,109,,2025,,,,,,,,,,,,,,,,,,,,,,,
,110,,2025,,,,,,,,,,,,,,,,,,,,,,,
,111,,2025,,,,,,,,,,,,,,,,,,,,,,,
,112,,2025,,,,,,,,,,,,,,,,,,,,,,,
,113,,2025,,,,,,,,,,,,,,,,,,,,,,,
,114,,2025,,,,,,,,,,,,,,,,,,,,,,,
,115,,2025,,,,,,,,,,,,,,,,,,,,,,,
,116,,2025,,,,,,,,,,,,,,,,,,,,,,,
,117,,2025,,,,,,,,,,,,,,,,,,,,,,,
,118,,2025,,,,,,,,,,,,,,,,,,,,,,,
,119,,2025,,,,,,,,,,,,,,,,,,,,,,,
,120,,2025,,,,,,,,,,,,,,,,,,,,,,,
,121,,2025,,,,,,,,,,,,,,,,,,,,,,,
,122,,2025,,,,,,,,,,,,,,,,,,,,,,,
,123,,2025,,,,,,,,,,,,,,,,,,,,,,,
,124,,2025,,,,,,,,,,,,,,,,,,,,,,,
,125,,2025,,,,,,,,,,,,,,,,,,,,,,,
,126,,2025,,,,,,,,,,,,,,,,,,,,,,,
,127,,2025,,,,,,,,,,,,,,,,,,,,,,,
,128,,2025,,,,,,,,,,,,,,,,,,,,,,,
,129,,2025,,,,,,,,,,,,,,,,,,,,,,,
,130,,2025,,,,,,,,,,,,,,,,,,,,,,,
,131,,2025,,,,,,,,,,,,,,,,,,,,,,,
,132,,2025,,,,,,,,,,,,,,,,,,,,,,,
,133,,2025,,,,,,,,,,,,,,,,,,,,,,,
,134,,2025,,,,,,,,,,,,,,,,,,,,,,,
,135,,2025,,,,,,,,,,,,,,,,,,,,,,,
,136,,2025,,,,,,,,,,,,,,,,,,,,,,,
,137,,2025,,,,,,,,,,,,,,,,,,,,,,,
,138,,2025,,,,,,,,,,,,,,,,,,,,,,,
,139,,2025,,,,,,,,,,,,,,,,,,,,,,,
,140,,2025,,,,,,,,,,,,,,,,,,,,,,,
,141,,2025,,,,,,,,,,,,,,,,,,,,,,,
,142,,2025,,,,,,,,,,,,,,,,,,,,,,,
,143,,2025,,,,,,,,,,,,,,,,,,,,,,,
,144,,2025,,,,,,,,,,,,,,,,,,,,,,,
,145,,2025,,,,,,,,,,,,,,,,,,,,,,,
,146,,2025,,,,,,,,,,,,,,,,,,,,,,,
,147,,2025,,,,,,,,,,,,,,,,,,,,,,,
,148,,2025,,,,,,,,,,,,,,,,,,,,,,,
,149,,2025,,,,,,,,,,,,,,,,,,,,,,,
,150,,2025,,,,,,,,,,,,,,,,,,,,,,,
,151,,2025,,,,,,,,,,,,,,,,,,,,,,,
,152,,2025,,,,,,,,,,,,,,,,,,,,,,,
,153,,2025,,,,,,,,,,,,,,,,,,,,,,,
,154,,2025,,,,,,,,,,,,,,,,,,,,,,,
,155,,2025,,,,,,,,,,,,,,,,,,,,,,,
,156,,2025,,,,,,,,,,,,,,,,,,,,,,,
,157,,2025,,,,,,,,,,,,,,,,,,,,,,,
,158,,2025,,,,,,,,,,,,,,,,,,,,,,,
,159,,2025,,,,,,,,,,,,,,,,,,,,,,,
,160,,2025,,,,,,,,,,,,,,,,,,,,,,,
,161,,2025,,,,,,,,,,,,,,,,,,,,,,,
,162,,2025,,,,,,,,,,,,,,,,,,,,,,,
,163,,2025,,,,,,,,,,,,,,,,,,,,,,,
,164,,2025,,,,,,,,,,,,,,,,,,,,,,,
,165,,2025,,,,,,,,,,,,,,,,,,,,,,,
,166,,2025,,,,,,,,,,,,,,,,,,,,,,,
,167,,2025,,,,,,,,,,,,,,,,,,,,,,,
,168,,2025,,,,,,,,,,,,,,,,,,,,,,,
,169,,2025,,,,,,,,,,,,,,,,,,,,,,,
,170,,2025,,,,,,,,,,,,,,,,,,,,,,,
,171,,2025,,,,,,,,,,,,,,,,,,,,,,,
,172,,2025,,,,,,,,,,,,,,,,,,,,,,,
,173,,2025,,,,,,,,,,,,,,,,,,,,,,,
,174,,2025,,,,,,,,,,,,,,,,,,,,,,,
,175,,2025,,,,,,,,,,,,,,,,,,,,,,,
,176,,2025,,,,,,,,,,,,,,,,,,,,,,,
,177,,2025,,,,,,,,,,,,,,,,,,,,,,,
,178,,2025,,,,,,,,,,,,,,,,,,,,,,,
,179,,2025,,,,,,,,,,,,,,,,,,,,,,,
,180,,2025,,,,,,,,,,,,,,,,,,,,,,,
,181,,2025,,,,,,,,,,,,,,,,,,,,,,,
,182,,2025,,,,,,,,,,,,,,,,,,,,,,,
,183,,2025,,,,,,,,,,,,,,,,,,,,,,,
,184,,2025,,,,,,,,,,,,,,,,,,,,,,,
,185,,2025,,,,,,,,,,,,,,,,,,,,,,,
,186,,2025,,,,,,,,,,,,,,,,,,,,,,,
,187,,2025,,,,,,,,,,,,,,,,,,,,,,,
,188,,2025,,,,,,,,,,,,,,,,,,,,,,,
,189,,2025,,,,,,,,,,,,,,,,,,,,,,,
,190,,2025,,,,,,,,,,,,,,,,,,,,,,,
,191,,2025,,,,,,,,,,,,,,,,,,,,,,,
,192,,2025,,,,,,,,,,,,,,,,,,,,,,,
,193,,2025,,,,,,,,,,,,,,,,,,,,,,,
,194,,2025,,,,,,,,,,,,,,,,,,,,,,,
,195,,2025,,,,,,,,,,,,,,,,,,,,,,,
,196,,2025,,,,,,,,,,,,,,,,,,,,,,,
,197,,2025,,,,,,,,,,,,,,,,,,,,,,,
,198,,2025,,,,,,,,,,,,,,,,,,,,,,,
,199,,2025,,,,,,,,,,,,,,,,,,,,,,,
,200,,2025,,,,,,,,,,,,,,,,,,,,,,,
,201,,2025,,,,,,,,,,,,,,,,,,,,,,,
,202,,2025,,,,,,,,,,,,,,,,,,,,,,,
,203,,2025,,,,,,,,,,,,,,,,,,,,,,,
,204,,2025,,,,,,,,,,,,,,,,,,,,,,,
,205,,2025,,,,,,,,,,,,,,,,,,,,,,,
,206,,2025,,,,,,,,,,,,,,,,,,,,,,,
,207,,2025,,,,,,,,,,,,,,,,,,,,,,,
,208,,2025,,,,,,,,,,,,,,,,,,,,,,,
,209,,2025,,,,,,,,,,,,,,,,,,,,,,,
,210,,2025,,,,,,,,,,,,,,,,,,,,,,,
,211,,2025,,,,,,,,,,,,,,,,,,,,,,,
,212,,2025,,,,,,,,,,,,,,,,,,,,,,,
,213,,2025,,,,,,,,,,,,,,,,,,,,,,,
,214,,2025,,,,,,,,,,,,,,,,,,,,,,,
,215,,2025,,,,,,,,,,,,,,,,,,,,,,,
,216,,2025,,,,,,,,,,,,,,,,,,,,,,,
,217,,2025,,,,,,,,,,,,,,,,,,,,,,,
,218,,2025,,,,,,,,,,,,,,,,,,,,,,,
,219,,2025,,,,,,,,,,,,,,,,,,,,,,,
,220,,2025,,,,,,,,,,,,,,,,,,,,,,,
,221,,2025,,,,,,,,,,,,,,,,,,,,,,,
,222,,2025,,,,,,,,,,,,,,,,,,,,,,,
,223,,2025,,,,,,,,,,,,,,,,,,,,,,,
,224,,2025,,,,,,,,,,,,,,,,,,,,,,,
,225,,2025,,,,,,,,,,,,,,,,,,,,,,,
,226,,2025,,,,,,,,,,,,,,,,,,,,,,,
,227,,2025,,,,,,,,,,,,,,,,,,,,,,,
,228,,2025,,,,,,,,,,,,,,,,,,,,,,,
,229,,2025,,,,,,,,,,,,,,,,,,,,,,,
,230,,2025,,,,,,,,,,,,,,,,,,,,,,,
,231,,2025,,,,,,,,,,,,,,,,,,,,,,,
,232,,2025,,,,,,,,,,,,,,,,,,,,,,,
,233,,2025,,,,,,,,,,,,,,,,,,,,,,,
,234,,2025,,,,,,,,,,,,,,,,,,,,,,,
,235,,2025,,,,,,,,,,,,,,,,,,,,,,,
,236,,2025,,,,,,,,,,,,,,,,,,,,,,,
,237,,2025,,,,,,,,,,,,,,,,,,,,,,,
,238,,2025,,,,,,,,,,,,,,,,,,,,,,,
,239,,2025,,,,,,,,,,,,,,,,,,,,,,,
,240,,2025,,,,,,,,,,,,,,,,,,,,,,,
,241,,2025,,,,,,,,,,,,,,,,,,,,,,,
,242,,2025,,,,,,,,,,,,,,,,,,,,,,,
,243,,2025,,,,,,,,,,,,,,,,,,,,,,,
,244,,2025,,,,,,,,,,,,,,,,,,,,,,,
,245,,2025,,,,,,,,,,,,,,,,,,,,,,,
,246,,2025,,,,,,,,,,,,,,,,,,,,,,,
,247,,2025,,,,,,,,,,,,,,,,,,,,,,,
,248,,2025,,,,,,,,,,,,,,,,,,,,,,,
,249,,2025,,,,,,,,,,,,,,,,,,,,,,,
,250,,2025,,,,,,,,,,,,,,,,,,,,,,,
,251,,2025,,,,,,,,,,,,,,,,,,,,,,,
,252,,2025,,,,,,,,,,,,,,,,,,,,,,,
,253,,2025,,,,,,,,,,,,,,,,,,,,,,,
,254,,2025,,,,,,,,,,,,,,,,,,,,,,,
,255,,2025,,,,,,,,,,,,,,,,,,,,,,,
,256,,2025,,,,,,,,,,,,,,,,,,,,,,,
,257,,2025,,,,,,,,,,,,,,,,,,,,,,,
,258,,2025,,,,,,,,,,,,,,,,,,,,,,,
,259,,2025,,,,,,,,,,,,,,,,,,,,,,,
,260,,2025,,,,,,,,,,,,,,,,,,,,,,,
,261,,2025,,,,,,,,,,,,,,,,,,,,,,,
,262,,2025,,,,,,,,,,,,,,,,,,,,,,,
,263,,2025,,,,,,,,,,,,,,,,,,,,,,,
,264,,2025,,,,,,,,,,,,,,,,,,,,,,,
,265,,2025,,,,,,,,,,,,,,,,,,,,,,,
,266,,2025,,,,,,,,,,,,,,,,,,,,,,,
,267,,2025,,,,,,,,,,,,,,,,,,,,,,,
,268,,2025,,,,,,,,,,,,,,,,,,,,,,,
,269,,2025,,,,,,,,,,,,,,,,,,,,,,,
,270,,2025,,,,,,,,,,,,,,,,,,,,,,,
,271,,2025,,,,,,,,,,,,,,,,,,,,,,,
,272,,2025,,,,,,,,,,,,,,,,,,,,,,,
,273,,2025,,,,,,,,,,,,,,,,,,,,,,,
,274,,2025,,,,,,,,,,,,,,,,,,,,,,,
,275,,2025,,,,,,,,,,,,,,,,,,,,,,,
,276,,2025,,,,,,,,,,,,,,,,,,,,,,,
,277,,2025,,,,,,,,,,,,,,,,,,,,,,,
,278,,2025,,,,,,,,,,,,,,,,,,,,,,,
,279,,2025,,,,,,,,,,,,,,,,,,,,,,,
,280,,2025,,,,,,,,,,,,,,,,,,,,,,,
,281,,2025,,,,,,,,,,,,,,,,,,,,,,,
,282,,2025,,,,,,,,,,,,,,,,,,,,,,,
,283,,2025,,,,,,,,,,,,,,,,,,,,,,,
,284,,2025,,,,,,,,,,,,,,,,,,,,,,,
,285,,2025,,,,,,,,,,,,,,,,,,,,,,,
,286,,2025,,,,,,,,,,,,,,,,,,,,,,,
,287,,2025,,,,,,,,,,,,,,,,,,,,,,,
,288,,2025,,,,,,,,,,,,,,,,,,,,,,,
,289,,2025,,,,,,,,,,,,,,,,,,,,,,,
,290,,2025,,,,,,,,,,,,,,,,,,,,,,,
,291,,2025,,,,,,,,,,,,,,,,,,,,,,,
,292,,2025,,,,,,,,,,,,,,,,,,,,,,,
,293,,2025,,,,,,,,,,,,,,,,,,,,,,,
,294,,2025,,,,,,,,,,,,,,,,,,,,,,,
,295,,2025,,,,,,,,,,,,,,,,,,,,,,,
,296,,2025,,,,,,,,,,,,,,,,,,,,,,,
,297,,2025,,,,,,,,,,,,,,,,,,,,,,,
,298,,2025,,,,,,,,,,,,,,,,,,,,,,,
,299,,2025,,,,,,,,,,,,,,,,,,,,,,,
,300,,2025,,,,,,,,,,,,,,,,,,,,,,,
,301,,2025,,,,,,,,,,,,,,,,,,,,,,,
,302,,2025,,,,,,,,,,,,,,,,,,,,,,,
,303,,2025,,,,,,,,,,,,,,,,,,,,,,,
,304,,2025,,,,,,,,,,,,,,,,,,,,,,,
,305,,2025,,,,,,,,,,,,,,,,,,,,,,,
,306,,2025,,,,,,,,,,,,,,,,,,,,,,,
,307,,2025,,,,,,,,,,,,,,,,,,,,,,,
,308,,2025,,,,,,,,,,,,,,,,,,,,,,,
,309,,2025,,,,,,,,,,,,,,,,,,,,,,,
,310,,2025,,,,,,,,,,,,,,,,,,,,,,,
,311,,2025,,,,,,,,,,,,,,,,,,,,,,,
,312,,2025,,,,,,,,,,,,,,,,,,,,,,,
,313,,2025,,,,,,,,,,,,,,,,,,,,,,,
,314,,2025,,,,,,,,,,,,,,,,,,,,,,,
,315,,2025,,,,,,,,,,,,,,,,,,,,,,,
,316,,2025,,,,,,,,,,,,,,,,,,,,,,,
,317,,2025,,,,,,,,,,,,,,,,,,,,,,,
,318,,2025,,,,,,,,,,,,,,,,,,,,,,,
,319,,2025,,,,,,,,,,,,,,,,,,,,,,,
,320,,2025,,,,,,,,,,,,,,,,,,,,,,,
,321,,2025,,,,,,,,,,,,,,,,,,,,,,,
,322,,2025,,,,,,,,,,,,,,,,,,,,,,,
,323,,2025,,,,,,,,,,,,,,,,,,,,,,,
,324,,2025,,,,,,,,,,,,,,,,,,,,,,,
,325,,2025,,,,,,,,,,,,,,,,,,,,,,,
,326,,2025,,,,,,,,,,,,,,,,,,,,,,,
,327,,2025,,,,,,,,,,,,,,,,,,,,,,,
,328,,2025,,,,,,,,,,,,,,,,,,,,,,,
,329,,2025,,,,,,,,,,,,,,,,,,,,,,,
,330,,2025,,,,,,,,,,,,,,,,,,,,,,,
,331,,2025,,,,,,,,,,,,,,,,,,,,,,,
,332,,2025,,,,,,,,,,,,,,,,,,,,,,,
,333,,2025,,,,,,,,,,,,,,,,,,,,,,,
,334,,2025,,,,,,,,,,,,,,,,,,,,,,,
,335,,2025,,,,,,,,,,,,,,,,,,,,,,,
,336,,2025,,,,,,,,,,,,,,,,,,,,,,,
,337,,2025,,,,,,,,,,,,,,,,,,,,,,,
,338,,2025,,,,,,,,,,,,,,,,,,,,,,,
,339,,2025,,,,,,,,,,,,,,,,,,,,,,,
,340,,2025,,,,,,,,,,,,,,,,,,,,,,,
,341,,2025,,,,,,,,,,,,,,,,,,,,,,,
,342,,2025,,,,,,,,,,,,,,,,,,,,,,,
,343,,2025,,,,,,,,,,,,,,,,,,,,,,,
,344,,2025,,,,,,,,,,,,,,,,,,,,,,,
,345,,2025,,,,,,,,,,,,,,,,,,,,,,,
,346,,2025,,,,,,,,,,,,,,,,,,,,,,,
,347,,2025,,,,,,,,,,,,,,,,,,,,,,,
,348,,2025,,,,,,,,,,,,,,,,,,,,,,,
,349,,2025,,,,,,,,,,,,,,,,,,,,,,,
,350,,2025,,,,,,,,,,,,,,,,,,,,,,,
,351,,2025,,,,,,,,,,,,,,,,,,,,,,,
,352,,2025,,,,,,,,,,,,,,,,,,,,,,,
,353,,2025,,,,,,,,,,,,,,,,,,,,,,,
,354,,2025,,,,,,,,,,,,,,,,,,,,,,,
,355,,2025,,,,,,,,,,,,,,,,,,,,,,,
,356,,2025,,,,,,,,,,,,,,,,,,,,,,,
,357,,2025,,,,,,,,,,,,,,,,,,,,,,,
,358,,2025,,,,,,,,,,,,,,,,,,,,,,,
,359,,2025,,,,,,,,,,,,,,,,,,,,,,,
,360,,2025,,,,,,,,,,,,,,,,,,,,,,,
,361,,2025,,,,,,,,,,,,,,,,,,,,,,,
,362,,2025,,,,,,,,,,,,,,,,,,,,,,,
,363,,2025,,,,,,,,,,,,,,,,,,,,,,,
,364,,2025,,,,,,,,,,,,,,,,,,,,,,,
,365,,2025,,,,,,,,,,,,,,,,,,,,,,,
,366,,2025,,,,,,,,,,,,,,,,,,,,,,,
,367,,2025,,,,,,,,,,,,,,,,,,,,,,,
,368,,2025,,,,,,,,,,,,,,,,,,,,,,,
,369,,2025,,,,,,,,,,,,,,,,,,,,,,,
,370,,2025,,,,,,,,,,,,,,,,,,,,,,,
,371,,2025,,,,,,,,,,,,,,,,,,,,,,,
,372,,2025,,,,,,,,,,,,,,,,,,,,,,,
,373,,2025,,,,,,,,,,,,,,,,,,,,,,,
,374,,2025,,,,,,,,,,,,,,,,,,,,,,,
,375,,2025,,,,,,,,,,,,,,,,,,,,,,,
,376,,2025,,,,,,,,,,,,,,,,,,,,,,,
,377,,2025,,,,,,,,,,,,,,,,,,,,,,,
,378,,2025,,,,,,,,,,,,,,,,,,,,,,,
,379,,2025,,,,,,,,,,,,,,,,,,,,,,,
,380,,2025,,,,,,,,,,,,,,,,,,,,,,,
,381,,2025,,,,,,,,,,,,,,,,,,,,,,,
,382,,2025,,,,,,,,,,,,,,,,,,,,,,,
,383,,2025,,,,,,,,,,,,,,,,,,,,,,,
,384,,2025,,,,,,,,,,,,,,,,,,,,,,,
,385,,2025,,,,,,,,,,,,,,,,,,,,,,,
,386,,2025,,,,,,,,,,,,,,,,,,,,,,,
,387,,2025,,,,,,,,,,,,,,,,,,,,,,,
,388,,2025,,,,,,,,,,,,,,,,,,,,,,,
,389,,2025,,,,,,,,,,,,,,,,,,,,,,,
,390,,2025,,,,,,,,,,,,,,,,,,,,,,,
,391,,2025,,,,,,,,,,,,,,,,,,,,,,,
,392,,2025,,,,,,,,,,,,,,,,,,,,,,,
,393,,2025,,,,,,,,,,,,,,,,,,,,,,,
,394,,2025,,,,,,,,,,,,,,,,,,,,,,,
,395,,2025,,,,,,,,,,,,,,,,,,,,,,,
,396,,2025,,,,,,,,,,,,,,,,,,,,,,,
,397,,2025,,,,,,,,,,,,,,,,,,,,,,,
,398,,2025,,,,,,,,,,,,,,,,,,,,,,,
,399,,2025,,,,,,,,,,,,,,,,,,,,,,,
,400,,2025,,,,,,,,,,,,,,,,,,,,,,,
,401,,2025,,,,,,,,,,,,,,,,,,,,,,,
,402,,2025,,,,,,,,,,,,,,,,,,,,,,,
,403,,2025,,,,,,,,,,,,,,,,,,,,,,,
,404,,2025,,,,,,,,,,,,,,,,,,,,,,,
,405,,2025,,,,,,,,,,,,,,,,,,,,,,,
,406,,2025,,,,,,,,,,,,,,,,,,,,,,,
,407,,2025,,,,,,,,,,,,,,,,,,,,,,,
,408,,2025,,,,,,,,,,,,,,,,,,,,,,,
,409,,2025,,,,,,,,,,,,,,,,,,,,,,,
,410,,2025,,,,,,,,,,,,,,,,,,,,,,,
,411,,2025,,,,,,,,,,,,,,,,,,,,,,,
,412,,2025,,,,,,,,,,,,,,,,,,,,,,,
,413,,2025,,,,,,,,,,,,,,,,,,,,,,,
,414,,2025,,,,,,,,,,,,,,,,,,,,,,,
,415,,2025,,,,,,,,,,,,,,,,,,,,,,,
,416,,2025,,,,,,,,,,,,,,,,,,,,,,,
,417,,2025,,,,,,,,,,,,,,,,,,,,,,,
,418,,2025,,,,,,,,,,,,,,,,,,,,,,,
,419,,2025,,,,,,,,,,,,,,,,,,,,,,,
,420,,2025,,,,,,,,,,,,,,,,,,,,,,,
